                                      Name,   Cultivar,Management,ZoneName,Clock.Today,Wheat.Phenology.DaysAfterSowing,Wheat.Phenology.ThermalTime,Wheat.Phenology.AccumulateThermalTime,Wheat.Phenology.CurrentPhaseName,Wheat.Phenology.CurrentStageName,Wheat.Phenology.Stage,Wheat.Structure.MainStemPrimordiaNo,Wheat.Structure.MainStemNodeNo,Wheat.Structure.PlantTotalNodeNo,Wheat.Structure.InitialiseStage,Wheat.Structure.MainStemFinalNodeNumber,Wheat.Structure.BranchNumber,Wheat.Structure.RemainingNodeNo,Wheat.Structure.DeltaNodeNumber,Wheat.Structure.ProportionBranchMortality,Wheat.Structure.ProportionPlantMortality,Wheat.Structure.BranchingRate,Wheat.Structure.BranchMortality,Wheat.Structure.PrimaryBudNo,Wheat.Structure.PrimaryBudTotalNodeNo,Wheat.Structure.MainStemPopn,Wheat.Structure.TotalStemPopn,Wheat.Structure.MeanTillerGrowthRate,  Wheat.Arbitrator.FN,Wheat.Arbitrator.DMSupply,Wheat.Leaf.CohortAge1:10(1),Wheat.Leaf.CohortAge1:10(2),Wheat.Leaf.CohortAge1:10(3),Wheat.Leaf.CohortAge1:10(4),Wheat.Leaf.CohortAge1:10(5),Wheat.Leaf.CohortAge1:10(6),Wheat.Leaf.CohortAge1:10(7),Wheat.Leaf.CohortAge1:10(8),Wheat.Leaf.CohortAge1:10(9),Wheat.Leaf.CohortAge1:10(10),Wheat.Leaf.AppearedCohortNo,Wheat.Leaf.InitialisedCohortNo,Wheat.Leaf.ExpandingCohortNo,Wheat.Leaf.GreenCohortNo,Wheat.Leaf.SenescingCohortNo,Wheat.Leaf.DeadCohortNo,Wheat.Leaf.PlantAppearedGreenLeafNo,Wheat.Leaf.PlantAppearedLeafNo,Wheat.Leaf.PlantsenescedLeafNo,Wheat.Leaf.LAI,Wheat.Leaf.LAIDead,Wheat.Leaf.LAITotal,Wheat.Leaf.CoverDead,Wheat.Leaf.CoverGreen,Wheat.Leaf.CoverTotal
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-14,                             54,                     13.100,                              820.830,                      Vegetative,                               ?,                3.970,                             10.614,                         8.327,                          27.563,                      Emergence,                                 26.000,                       7.094,                         17.673,                          0.101,                                    0.000,                                   0.000,                        1.968,                          0.000,                       1.000,                               27.563,                     150.000,                     1214.168,                               0.001,                0.984,                    9.975,                    744.822,                    637.550,                    557.150,                    462.850,                    365.700,                    269.900,                    158.450,                     50.450,                      0.000,                       0.000,                      8.000,                        10.000,                       1.000,                   6.000,                       3.000,                  2.000,                             25.563,                        27.563,                         2.000,         3.618,             0.105,              3.723,               0.031,                0.836,                0.841
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-15,                             55,                     10.750,                              831.580,                      Vegetative,                               ?,                3.985,                             10.732,                         8.409,                          27.563,                      Emergence,                                 26.000,                       7.094,                         17.591,                          0.083,                                    0.000,                                   0.000,                        2.617,                          0.000,                       1.000,                               27.563,                     150.000,                     1214.168,                               0.001,                1.308,                    5.232,                    755.572,                    648.300,                    567.900,                    473.600,                    376.450,                    280.650,                    169.200,                     61.200,                      0.000,                       0.000,                      8.000,                        10.000,                       1.000,                   6.000,                       3.000,                  2.000,                             25.563,                        27.563,                         2.000,         3.735,             0.108,              3.843,               0.032,                0.845,                0.850
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-16,                             56,                     10.950,                              842.530,                      Vegetative,                               ?,                4.000,                             10.853,                         8.493,                          27.563,                      Emergence,                                 26.000,                       7.094,                         17.507,                          0.084,                                    0.000,                                   0.000,                        2.782,                          0.000,                       1.000,                               27.563,                     150.000,                     1214.168,                               0.001,                1.391,                    7.049,                    766.522,                    659.250,                    578.850,                    484.550,                    387.400,                    291.600,                    180.150,                     72.150,                      0.000,                       0.000,                      8.000,                        10.000,                       1.000,                   6.000,                       3.000,                  2.000,                             25.563,                        27.563,                         2.000,         3.884,             0.111,              3.995,               0.033,                0.857,                0.861
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-17,                             57,                      8.650,                              851.180,                  StemElongation,                TerminalSpikelet,                4.122,                             10.853,                         8.560,                          26.112,                      Emergence,                                 10.853,                       7.094,                          2.293,                          0.067,                                    0.059,                                   0.000,                        0.000,                          0.059,                       1.000,                               26.112,                     150.000,                     1151.305,                               0.001,                1.278,                    8.560,                    775.172,                    667.900,                    587.500,                    493.200,                    396.050,                    300.250,                    188.800,                     80.800,                      0.000,                       0.000,                      8.000,                        11.000,                       1.000,                   6.000,                       3.000,                  2.000,                             24.112,                        26.112,                         2.000,         4.001,             0.137,              4.138,               0.040,                0.865,                0.870
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-18,                             58,                     12.150,                              863.330,                  StemElongation,                               ?,                4.144,                             10.853,                         8.653,                          24.760,                      Emergence,                                 10.853,                       7.094,                          2.199,                          0.093,                                    0.059,                                   0.000,                        0.000,                          0.059,                       1.000,                               24.760,                     150.000,                     1092.724,                               0.001,                1.027,                   10.391,                    787.322,                    680.050,                    599.650,                    505.350,                    408.200,                    312.400,                    200.950,                     92.950,                      0.000,                       0.000,                      8.000,                        11.000,                       1.000,                   6.000,                       4.000,                  2.000,                             22.760,                        24.760,                         2.000,         4.151,             0.166,              4.316,               0.048,                0.874,                0.881
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-19,                             59,                     11.000,                              874.330,                  StemElongation,                               ?,                4.161,                             10.853,                         8.738,                          23.481,                      Emergence,                                 10.853,                       7.094,                          2.115,                          0.085,                                    0.059,                                   0.000,                        0.000,                          0.059,                       1.000,                               23.481,                     150.000,                     1037.293,                               0.001,                1.098,                    7.623,                    798.322,                    691.050,                    610.650,                    516.350,                    419.200,                    323.400,                    211.950,                    103.950,                      0.000,                       0.000,                      8.000,                        11.000,                       1.000,                   6.000,                       4.000,                  2.000,                             21.481,                        23.481,                         2.000,         4.256,             0.198,              4.454,               0.058,                0.881,                0.888
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-20,                             60,                     12.850,                              887.180,                  StemElongation,                               ?,                4.186,                             10.853,                         8.837,                          22.279,                      Emergence,                                 10.853,                       7.094,                          2.016,                          0.099,                                    0.059,                                   0.000,                        0.000,                          0.058,                       1.000,                               22.279,                     150.000,                      985.248,                               0.001,                1.192,                    7.423,                    811.172,                    703.900,                    623.500,                    529.200,                    432.050,                    336.250,                    224.800,                    116.800,                      0.000,                       0.000,                      8.000,                        11.000,                       1.000,                   6.000,                       4.000,                  2.000,                             20.279,                        22.279,                         2.000,         4.360,             0.232,              4.592,               0.067,                0.887,                0.895
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-21,                             61,                     12.700,                              899.880,                  StemElongation,                               ?,                4.208,                             10.853,                         8.935,                          21.161,                      Emergence,                                 10.853,                       7.094,                          1.918,                          0.098,                                    0.058,                                   0.000,                        0.000,                          0.058,                       1.000,                               21.161,                     150.000,                      936.799,                               0.001,                1.275,                    6.686,                    823.872,                    716.600,                    636.200,                    541.900,                    444.750,                    348.950,                    237.500,                    129.500,                      0.000,                       0.000,                      8.000,                        11.000,                       1.000,                   6.000,                       4.000,                  2.000,                             19.161,                        21.161,                         2.000,         4.449,             0.267,              4.716,               0.077,                0.892,                0.900
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-22,                             62,                     12.950,                              912.830,                  StemElongation,                               ?,                4.233,                             10.853,                         9.034,                          25.707,                      Emergence,                                 10.853,                       7.094,                          1.818,                          0.100,                                    0.058,                                   0.000,                        0.000,                          0.060,                       1.000,                               25.707,                     150.000,                      891.247,                               0.001,                1.715,                    3.592,                    836.822,                    729.550,                    649.150,                    554.850,                    457.700,                    361.900,                    250.450,                    142.450,                     12.950,                       0.000,                      9.000,                        11.000,                       1.000,                   7.000,                       4.000,                  2.000,                             23.707,                        25.707,                         2.000,         4.500,             0.302,              4.802,               0.087,                0.895,                0.904
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-23,                             63,                     18.100,                              930.930,                  StemElongation,                               ?,                4.259,                             10.853,                         9.173,                          24.349,                      Emergence,                                 10.853,                       7.094,                          1.679,                          0.139,                                    0.060,                                   0.000,                        0.000,                          0.061,                       1.000,                               24.349,                     150.000,                      846.910,                               0.001,                1.789,                    5.926,                    854.922,                    747.650,                    667.250,                    572.950,                    475.800,                    380.000,                    268.550,                    160.550,                     31.050,                       0.000,                      9.000,                        11.000,                       1.000,                   7.000,                       4.000,                  2.000,                             22.349,                        24.349,                         2.000,         4.561,             0.342,              4.903,               0.097,                0.898,                0.908
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-24,                             64,                     19.700,                              950.630,                  StemElongation,                               ?,                4.260,                             10.853,                         9.325,                          23.042,                      Emergence,                                 10.853,                       7.094,                          1.528,                          0.152,                                    0.061,                                   0.000,                        0.000,                          0.062,                       1.000,                               23.042,                     150.000,                      804.259,                               0.000,                1.819,                    5.254,                    874.622,                    767.350,                    686.950,                    592.650,                    495.500,                    399.700,                    288.250,                    180.250,                     50.750,                       0.000,                      9.000,                        11.000,                       1.000,                   7.000,                       4.000,                  2.000,                             21.042,                        23.042,                         2.000,         4.617,             0.384,              5.001,               0.109,                0.901,                0.911
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-25,                             65,                     18.600,                              969.230,                  StemElongation,                               ?,                4.300,                             10.853,                         9.468,                          21.792,                      Emergence,                                 10.853,                       7.094,                          1.385,                          0.143,                                    0.062,                                   0.000,                        0.000,                          0.063,                       1.000,                               21.792,                     150.000,                      763.447,                               0.000,                1.624,                    7.585,                    893.222,                    785.950,                    705.550,                    611.250,                    514.100,                    418.300,                    306.850,                    198.850,                     69.350,                       0.000,                      9.000,                        11.000,                       1.000,                   7.000,                       5.000,                  2.000,                             19.792,                        21.792,                         2.000,         4.658,             0.441,              5.100,               0.124,                0.903,                0.915
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-26,                             66,                     16.950,                              986.180,                  StemElongation,                               ?,                4.343,                             10.853,                         9.598,                          20.617,                      Emergence,                                 10.853,                       7.094,                          1.254,                          0.130,                                    0.063,                                   0.000,                        0.000,                          0.063,                       1.000,                               20.617,                     150.000,                      725.070,                               0.000,                1.804,                    5.261,                    910.172,                    802.900,                    722.500,                    628.200,                    531.050,                    435.250,                    323.800,                    215.800,                     86.300,                       0.000,                      9.000,                        11.000,                       1.000,                   7.000,                       5.000,                  2.000,                             18.617,                        20.617,                         2.000,         4.674,             0.510,              5.183,               0.142,                0.903,                0.917
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-27,                             67,                     16.350,                             1002.530,                  StemElongation,                               ?,                4.385,                             10.853,                         9.724,                          19.506,                      Emergence,                                 10.853,                       7.094,                          1.128,                          0.126,                                    0.063,                                   0.000,                        0.000,                          0.061,                       1.000,                               19.506,                     150.000,                      688.823,                               0.000,                1.553,                    8.781,                    926.522,                    819.250,                    738.850,                    644.550,                    547.400,                    451.600,                    340.150,                    232.150,                    102.650,                       0.000,                      9.000,                        11.000,                       1.000,                   7.000,                       5.000,                  2.000,                             17.506,                        19.506,                         2.000,         4.613,             0.645,              5.257,               0.176,                0.900,                0.918
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-28,                             68,                     13.050,                             1015.580,                  StemElongation,                               ?,                4.422,                             10.853,                         9.825,                          18.493,                      Emergence,                                 10.853,                       7.094,                          1.028,                          0.100,                                    0.061,                                   0.000,                        0.000,                          0.059,                       1.000,                               18.493,                     150.000,                      655.745,                               0.001,                1.474,                    9.432,                    939.572,                    832.300,                    751.900,                    657.600,                    560.450,                    464.650,                    353.200,                    245.200,                    115.700,                       0.000,                      9.000,                        11.000,                       1.000,                   7.000,                       5.000,                  2.000,                             16.493,                        18.493,                         2.000,         4.542,             0.768,              5.310,               0.206,                0.897,                0.918
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-29,                             69,                     11.950,                             1027.530,                  StemElongation,                               ?,                4.458,                             10.853,                         9.917,                          17.637,                      Emergence,                                 10.853,                       7.094,                          0.936,                          0.092,                                    0.059,                                   0.000,                        0.000,                          0.055,                       1.000,                               17.637,                     150.000,                      625.965,                               0.001,                1.398,                    9.946,                    951.522,                    844.250,                    763.850,                    669.550,                    572.400,                    476.600,                    365.150,                    257.150,                    127.650,                       0.000,                      9.000,                        11.000,                       1.000,                   7.000,                       5.000,                  2.000,                             15.637,                        17.637,                         2.000,         4.471,             0.882,              5.353,               0.232,                0.893,                0.918
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-30,                             70,                     12.800,                             1040.330,                  StemElongation,                               ?,                4.487,                             10.853,                        10.015,                          20.654,                      Emergence,                                 10.853,                       7.094,                          0.838,                          0.098,                                    0.055,                                   0.000,                        0.000,                          0.053,                       1.000,                               20.654,                     150.000,                      599.600,                               0.001,                1.236,                    9.751,                    964.322,                    857.050,                    776.650,                    682.350,                    585.200,                    489.400,                    377.950,                    269.950,                    140.450,                      12.800,                     10.000,                        11.000,                       1.000,                   8.000,                       5.000,                  2.000,                             18.654,                        20.654,                         2.000,         4.427,             0.986,              5.413,               0.256,                0.891,                0.919
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-07-31,                             71,                     13.500,                             1053.830,                  StemElongation,                               ?,                4.514,                             10.853,                        10.119,                          19.772,                      Emergence,                                 10.853,                       7.094,                          0.734,                          0.104,                                    0.053,                                   0.000,                        0.000,                          0.050,                       1.000,                               19.772,                     150.000,                      575.855,                               0.001,                1.376,                    9.543,                    977.822,                    870.550,                    790.150,                    695.850,                    598.700,                    502.900,                    391.450,                    283.450,                    153.950,                      26.300,                     10.000,                        11.000,                       1.000,                   8.000,                       6.000,                  2.000,                             17.772,                        19.772,                         2.000,         4.351,             1.083,              5.434,               0.277,                0.886,                0.918
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-01,                             72,                     13.400,                             1067.230,                  StemElongation,                               ?,                4.519,                             10.853,                        10.222,                          18.981,                      Emergence,                                 10.853,                       7.094,                          0.631,                          0.103,                                    0.050,                                   0.000,                        0.000,                          0.048,                       1.000,                               18.981,                     150.000,                      554.556,                               0.001,                1.315,                    9.660,                    991.222,                    883.950,                    803.550,                    709.250,                    612.100,                    516.300,                    404.850,                    296.850,                    167.350,                      39.700,                     10.000,                        11.000,                       1.000,                   7.000,                       6.000,                  3.000,                             15.981,                        18.981,                         3.000,         4.288,             1.165,              5.454,               0.295,                0.883,                0.917
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-02,                             73,                     14.970,                             1082.200,                  StemElongation,                               ?,                4.549,                             10.853,                        10.337,                          18.256,                      Emergence,                                 10.853,                       7.094,                          0.516,                          0.115,                                    0.048,                                   0.000,                        0.000,                          0.048,                       1.000,                               18.256,                     150.000,                      535.058,                               0.001,                1.311,                    8.763,                   1006.192,                    898.920,                    818.520,                    724.220,                    627.070,                    531.270,                    419.820,                    311.820,                    182.320,                      54.670,                     10.000,                        11.000,                       1.000,                   7.000,                       6.000,                  3.000,                             15.256,                        18.256,                         3.000,         4.108,             1.368,              5.476,               0.337,                0.872,                0.915
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-03,                             74,                     15.851,                             1098.051,                  StemElongation,                               ?,                4.579,                             10.853,                        10.459,                          17.567,                      Emergence,                                 10.853,                       7.094,                          0.394,                          0.122,                                    0.048,                                   0.000,                        0.000,                          0.049,                       1.000,                               17.567,                     150.000,                      516.489,                               0.001,                1.321,                    8.603,                   1022.043,                    914.771,                    834.371,                    740.071,                    642.921,                    547.121,                    435.671,                    327.671,                    198.171,                      70.521,                     10.000,                        11.000,                       1.000,                   7.000,                       6.000,                  3.000,                             14.567,                        17.567,                         3.000,         3.944,             1.554,              5.499,               0.373,                0.861,                0.913
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-04,                             75,                     15.200,                             1113.251,                  StemElongation,                               ?,                4.612,                             10.853,                        10.576,                          16.897,                      Emergence,                                 10.853,                       7.094,                          0.277,                          0.117,                                    0.049,                                   0.000,                        0.000,                          0.050,                       1.000,                               16.897,                     150.000,                      498.458,                               0.001,                1.363,                    7.462,                   1037.243,                    929.971,                    849.571,                    755.271,                    658.121,                    562.321,                    450.871,                    342.871,                    213.371,                      85.721,                     10.000,                        11.000,                       1.000,                   7.000,                       6.000,                  3.000,                             13.897,                        16.897,                         3.000,         3.793,             1.726,              5.519,               0.404,                0.850,                0.911
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-05,                             76,                     11.500,                             1124.751,                  StemElongation,                               ?,                4.647,                             10.853,                        10.664,                          16.296,                      Emergence,                                 10.853,                       7.094,                          0.188,                          0.088,                                    0.050,                                   0.000,                        0.000,                          0.049,                       1.000,                               16.296,                     150.000,                      480.966,                               0.001,                1.377,                    9.298,                   1048.743,                    941.471,                    861.071,                    766.771,                    669.621,                    573.821,                    462.371,                    354.371,                    224.871,                      97.221,                     10.000,                        11.000,                       1.000,                   7.000,                       6.000,                  3.000,                             13.296,                        16.296,                         3.000,         3.654,             1.880,              5.533,               0.431,                0.839,                0.908
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-06,                             77,                     12.750,                             1137.501,                  StemElongation,                               ?,                4.681,                             10.853,                        10.762,                          15.744,                      Emergence,                                 10.853,                       7.094,                          0.090,                          0.098,                                    0.049,                                   0.000,                        0.000,                          0.048,                       1.000,                               15.744,                     150.000,                      464.877,                               0.001,                1.324,                    8.612,                   1061.493,                    954.221,                    873.821,                    779.521,                    682.371,                    586.571,                    475.121,                    367.121,                    237.621,                     109.971,                     10.000,                        11.000,                       1.000,                   7.000,                       6.000,                  3.000,                             12.744,                        15.744,                         3.000,         3.525,             2.023,              5.548,               0.455,                0.828,                0.906
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-07,                             78,                     11.750,                             1149.251,                  StemElongation,                               ?,                4.706,                             10.853,                        10.853,                          18.078,                      Emergence,                                 10.853,                       7.094,                          0.000,                          0.090,                                    0.048,                                   0.000,                        0.000,                          0.046,                       1.000,                               18.078,                     150.000,                      449.738,                               0.001,                1.265,                    8.360,                   1073.243,                    965.971,                    885.571,                    791.271,                    694.121,                    598.321,                    486.871,                    378.871,                    249.371,                     121.721,                     10.853,                        11.000,                       2.000,                   7.853,                       6.000,                  3.000,                             15.078,                        18.078,                         3.000,         3.416,             2.154,              5.570,               0.476,                0.819,                0.905
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-08,                             79,                     10.250,                             1159.501,                  StemElongation,                               ?,                4.734,                             10.853,                        10.853,                          17.469,                      Emergence,                                 10.853,                       7.094,                          0.000,                          0.079,                                    0.046,                                   0.000,                        0.000,                          0.044,                       1.000,                               17.469,                     150.000,                      435.840,                               0.002,                1.249,                    8.129,                   1083.493,                    976.221,                    895.821,                    801.521,                    704.371,                    608.571,                    497.121,                    389.121,                    259.621,                     131.971,                     10.853,                        11.000,                       1.000,                   6.853,                       6.000,                  4.000,                             13.518,                        17.469,                         3.950,         3.316,             2.272,              5.588,               0.494,                0.809,                0.904
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-09,                             80,                     12.300,                             1171.801,               EarlyReproductive,                        FlagLeaf,                5.000,                             10.853,                        10.853,                          16.921,                      Emergence,                                 10.853,                       7.094,                          0.000,                          0.095,                                    0.044,                                   0.000,                        0.000,                          0.042,                       1.000,                               16.921,                     150.000,                      423.355,                               0.002,                1.923,                    8.308,                   1095.793,                    988.521,                    908.121,                    813.821,                    716.671,                    620.871,                    509.421,                    401.421,                    271.921,                     144.271,                     10.853,                        11.000,                       1.000,                   6.853,                       6.000,                  4.000,                             12.971,                        16.921,                         3.950,         3.220,             2.377,              5.598,               0.510,                0.800,                0.902
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-10,                             81,                     14.500,                             1186.301,               EarlyReproductive,                               ?,                5.048,                             10.853,                        10.853,                          16.423,                      Emergence,                                 10.853,                       7.094,                          0.000,                          0.112,                                    0.042,                                   0.000,                        0.000,                          0.042,                       1.000,                               16.423,                     150.000,                      412.000,                               0.002,                1.784,                    8.794,                   1110.293,                   1003.021,                    922.621,                    828.321,                    731.171,                    635.371,                    523.921,                    415.921,                    286.421,                     158.771,                     10.853,                        11.000,                       1.000,                   6.853,                       7.000,                  4.000,                             12.473,                        16.423,                         3.950,         3.137,             2.472,              5.609,               0.524,                0.792,                0.901
     15TraitModCultivarsuntopManagementRLN,     suntop,       RLN,   Field, 2015-08-11,                             82,                     13.956,                             1200.257,               EarlyReproductive,                               ?,                5.095,                             10.853,                        10.853,                          15.937,                      Emergence,                                 10.853,                       7.094,                          0.000,                          0.107,                                    0.042,                                   0.000,                        0.000,                          0.042,                       1.000,                               15.937,                     150.000,                      400.924,                               0.002,                1.678,                    8.747,                   1124.249,                   1016.977,                    936.577,                    842.277,                    745.127,                    649.327,                    537.877,                    429.877,                    300.377,                     172.727,                     10.853,                        11.000,                       1.000,                   6.853,                       7.000,                  4.000,                             11.987,                        15.937,                         3.950,         3.061,             2.559,              5.620,               0.536,                0.784,                0.900
